,cev_sigma,cev_beta,cev_vol_forecast,future_rv_20
2015-07-09,5.421185522395144e+46,-20.406399237301144,0.08296207517839135,0.10507295076594128
2015-07-10,2.3010051629435453e+32,-14.004045372712328,0.05834787990042643,0.09588574635805848
2015-07-13,1.2814894794737755e+43,-18.783174314062055,0.05205473416662631,0.09833136755658094
2015-07-14,1.7002916748261455e+47,-20.621900690691508,0.0470678280831575,0.10226874571356395
2015-07-15,6.405032305633805e+42,-18.651186449013807,0.047569497156118065,0.10244195527949686
2015-07-16,2.3101045212817306e+50,-22.023630273804063,0.038131009915383235,0.0975314487876499
2015-07-17,1.4850326180139303e+47,-20.59844779613513,0.03861933380979603,0.09867596350370131
2015-07-20,3.297267220549553e+53,-23.430022629608768,0.03615819635532209,0.10112057318065215
2015-07-21,1.658631166018502e+62,-27.31264261716349,0.037479813409575284,0.10070542561379055
2015-07-22,2.0713690300177436e+59,-26.017805186163372,0.040006829409666676,0.10412000830194804
2015-07-23,3.38372680820785e+60,-26.55954182561184,0.04628745553629021,0.12596804062941014
2015-07-24,2.3268618809276443e+58,-25.59422540694266,0.061678948741907665,0.16045796570755796
2015-07-27,6.9051614337150774e+56,-24.913009577278846,0.07149329556666245,0.21552643745253233
2015-07-28,8.334707104510238e+53,-23.614176134864294,0.05150507526527373,0.20776308416139774
2015-07-29,3.751857474151747e+59,-26.130270948109096,0.043740581834903,0.2555191213731616
2015-07-30,5.60218432713726e+61,-27.101392804520348,0.042756577164049,0.2745986544217661
2015-07-31,6.430848581956902e+66,-29.364673760770167,0.04241194817700165,0.2747535128867584
2015-08-03,3.0102723677053147e+68,-30.110458983208666,0.046654473385498975,0.27541273703127156
2015-08-04,2.7245928998015987e+63,-27.86607659256822,0.0485681793481801,0.29190690792808355
2015-08-05,2.98444797617221e+64,-28.33265811289108,0.04339332741259989,0.30233010317491227
2015-08-06,3.4395045698360636e+64,-28.35990380319462,0.055300252624887344,0.3021894063346174
2015-08-07,3.5986431261891005e+68,-30.138415863855002,0.0635073592717296,0.3051493490193433
2015-08-10,8.219010303045409e+64,-28.521508999166514,0.041977627150958034,0.3167948767058738
2015-08-11,5.969428477444651e+66,-29.344414661774426,0.05697860581354085,0.3182518587612395
2015-08-12,3.533169841664158e+65,-28.794115609435863,0.055718702027908185,0.31942150897047494
2015-08-13,6.088038224732228e+53,-23.548269766522775,0.05720573688559516,0.32055455232316854
2015-08-14,1.1669346818835331e+46,-20.107689692064636,0.05236435769533976,0.3196149165876495
2015-08-17,4.96281262142362e+46,-20.388242590911698,0.04641307039546477,0.32304598955588265
2015-08-18,4.903843090649739e+46,-20.38415355034923,0.049838849100448994,0.3256590404323913
2015-08-19,7.291814491832714e+54,-24.031981197195464,0.05878230430962755,0.32499918991981547
2015-08-20,1.9028643828021554e+54,-23.772383075678725,0.09875861125475749,0.3218123025552661
2015-08-21,3.658006748611078e+54,-23.8906385730469,0.22125906795180322,0.3040635825687847
2015-08-24,2.2179244932525883e+75,-33.154496279255056,1.6383954780847592,0.2639089234197235
2015-08-25,2.461877198686171e+83,-36.73907677284776,3.7030251667310194,0.2595592090826613
2015-08-26,1.4487585055955799e+51,-22.366121606946884,0.3155431067724727,0.22291946637153404
2015-08-27,1.6132693907407258e+49,-21.4945625396789,0.17141940723165008,0.20316745439703016
2015-08-28,2.545696473559654e+51,-22.478234040669573,0.17633365002913706,0.22019172487513858
2015-08-31,4.951858205159255e+36,-15.92568261911583,0.14195139038743446,0.21949403360308883
2015-09-01,8.998790074376167e+36,-16.04320583532432,0.23722828717011293,0.20450512059494538
2015-09-02,2.1580128321597726e+40,-17.537821902016763,0.20329882803087734,0.19272980367346768
2015-09-03,3.5720040679006443e+40,-17.638867113814943,0.1984137260942679,0.2003536172105196
2015-09-04,8.576891313246951e+32,-14.243635327345949,0.1967812809570948,0.20090153086926849
2015-09-08,4.844992849953834e+34,-15.028112733493888,0.1386777636273943,0.18204076351285625
2015-09-09,3.994027274565025e+36,-15.883199578280623,0.1822323883633642,0.1763714279782724
2015-09-10,2.325866287399956e+37,-16.2252992985878,0.16926790362647215,0.17788681258189798
2015-09-11,2.365201697940806e+35,-15.334156430487294,0.15022675543727992,0.17757703759010385
2015-09-14,4.847231316157943e+34,-15.032593554331108,0.1522403136162208,0.17655917579623134
2015-09-15,6.58196683968715e+33,-14.649075372828444,0.12029310450446355,0.17390160531808013
2015-09-16,6.253520969136282e+34,-15.087486046202816,0.10581011708541961,0.17231700004462988
2015-09-17,2.876681017130629e+33,-14.484100999665884,0.11068688032587871,0.18023851724608936
2015-09-18,5.39547167786555e+33,-14.613194132770687,0.1386872283344251,0.16839717738828433
2015-09-21,3.11250694623922e+34,-14.951168934695918,0.1314162967350401,0.1680375652094376
2015-09-22,1.8922224090265892e+31,-13.503244532852772,0.1569726074260906,0.15925436491946232
2015-09-23,2.7818703752867196e+33,-14.478686578507885,0.16453770960658265,0.16159133422022745
2015-09-24,3.392938367996803e+30,-13.17668888516769,0.15992634278513837,0.1680981865624081
2015-09-25,1.9629022424732506e+29,-12.627273427584575,0.15199757010000203,0.16979546909804374
2015-09-28,1.1619365673715556e+23,-9.842894323865663,0.1683541166395596,0.13327394638219234
2015-09-29,3.2966985362630536e+24,-10.489520996972761,0.17969801141698452,0.13462650256863584
2015-09-30,5.713146571809107e+18,-7.916952559417007,0.1197832961136051,0.12706651359030874
2015-10-01,1.3591971366405048e+21,-8.985527376875405,0.12170424709662227,0.12813458999017618
2015-10-02,3.066636022288365e+19,-8.247432076890554,0.10205796414313648,0.12499349748914562
2015-10-05,4.5176783612577146e+20,-8.772989876379022,0.08678130359712165,0.1175136923465929
2015-10-06,1.3844850289544937e+22,-9.440460543505667,0.09061020798319525,0.11510206365635182
2015-10-07,1.8415893649354381e+22,-9.498600721476935,0.08218326521386185,0.11560820682206392
2015-10-08,8.514746067671823e+19,-8.441485138247838,0.0783599471982022,0.11379492450553041
2015-10-09,1.0267307621485887e+21,-8.928267142083937,0.07731004434091547,0.11406986383361176
2015-10-12,2.603377909628912e+19,-8.214147962482139,0.07582603195393703,0.12114032712004773
2015-10-13,8.577659830858378e+16,-7.098495302599051,0.0806041497845249,0.11747126481638345
2015-10-14,1.5479256859457523e+17,-7.213446405616574,0.08394663493854557,0.11684102678662509
2015-10-15,1.5600253227288706e+16,-6.763679551060387,0.07520299806288933,0.1193216573952654
2015-10-16,1.0825230491129115e+17,-7.13989828952997,0.07283644291343229,0.12548494725512718
2015-10-19,4.315164019489926e+18,-7.863026967598511,0.07025080120018401,0.13672082824875756
2015-10-20,3.0825561056673956e+20,-8.705181593089106,0.06694071945638398,0.13663719664359053
2015-10-21,2.8880423842668276e+22,-9.599480301978799,0.06758335603373357,0.14417388296154846
2015-10-22,2.4050194821906736e+23,-10.01458171323913,0.05556215754177001,0.13285685714078288
2015-10-23,2.1750462044907164e+18,-7.733833970242072,0.057694008248814606,0.12793861269933646
2015-10-26,6028240658386488.0,-6.577879118818428,0.0635258761182781,0.12762937911986216
2015-10-27,2.1628930872555224e+16,-6.828682840427158,0.06345688012941739,0.127330684174926
2015-10-28,1.7737045059913404e+16,-6.790186429143024,0.058113078960447546,0.12095716924413795
2015-10-29,375663487021394.3,-6.033381108229959,0.061737653458940486,0.12098626934671503
2015-10-30,2.596687548802133e+19,-8.218793203268293,0.05533245116076846,0.12090952431522436
2015-11-02,1.0826928411641947e+18,-7.595289977955287,0.05214974487939064,0.11826498827448333
2015-11-03,6.893671189470785e+17,-7.50718193053981,0.051111370129621275,0.12320811429344306
2015-11-04,7.895370457840724e+19,-8.436763001956345,0.04892825826543879,0.1320654429961246
2015-11-05,1.9801626190094572e+18,-7.71335963346056,0.05228955587437342,0.15072392340875887
2015-11-06,9.367658884951704e+18,-8.017246376257228,0.05159224149328743,0.15219985339543599
2015-11-09,2.0504331626999013e+22,-9.52526900646562,0.05100120976758834,0.15041773924066604
2015-11-10,1.2204954512482537e+21,-8.972326557170563,0.05156269773678343,0.15239148048519865
2015-11-11,3.2185045043976717e+21,-9.162664294524843,0.05294123971228834,0.15235407320408925
2015-11-12,4.757654940366553e+22,-9.691018196409598,0.059467377467232255,0.15995170254132296
2015-11-13,1.152605661281805e+23,-9.8650647924439,0.06648333617954919,0.15610475345359429
2015-11-16,1.7212668235759657e+23,-9.946302877750549,0.05544958330158074,0.15096601408261703
2015-11-17,4.2469900533855793e+21,-9.225777172521404,0.05643140791471417,0.15964357883354277
2015-11-18,3.932851738278318e+22,-9.666513857712319,0.045628265426283426,0.1587332954108161
2015-11-19,1.9279501149776102e+17,-7.280225446539078,0.05099346400888168,0.16986211408588756
2015-11-20,2.698611725267418e+17,-7.354848359159314,0.0470907468030404,0.17255849947255125
2015-11-23,1.2330320253493778e+19,-8.08477884801526,0.04994194140929391,0.17661953603526195
2015-11-24,2.4481668009068875e+20,-8.672420845652818,0.046950066487627874,0.18277444552790256
2015-11-25,1.6795078603062195e+20,-8.60724325475233,0.04517691348411698,0.1828132830864798
2015-11-27,3.381302905319255e+22,-9.654498861158084,0.04001374276403848,0.18278952215238622
2015-11-30,1.7452738653528623e+26,-11.316345042677924,0.04029242646499969,0.1866200972579451
2015-12-01,2.090245775317087e+24,-10.455512205831537,0.03697968561021973,0.1847018940621661
2015-12-02,1.9448881134306122e+20,-8.647504717246322,0.044063285683159495,0.18456577207189015
2015-12-03,1.5462764799002506e+17,-7.256361169463392,0.05201828914209275,0.18454315104311486
2015-12-04,3072301056152396.5,-6.48836532759411,0.04675890506786889,0.16897048951419927
2015-12-07,538469191168815.75,-6.1432611483970465,0.0509869451042021,0.1728256975568316
2015-12-08,209139488876640.38,-5.9559856266847975,0.054600524588321625,0.1895576673758275
2015-12-09,1845632797212.172,-5.03620578595894,0.05806690004916884,0.19100212284531057
2015-12-10,104147327040.06729,-4.476394209405651,0.057746744179403654,0.19046033819502417
2015-12-11,491786528563.03406,-4.777313207439837,0.06476006630815459,0.18401515570213972
2015-12-14,5505623659.918264,-3.902381349047577,0.06313359471107276,0.19986167268321878
2015-12-15,4867502005.6939,-3.8779765206671097,0.06013128775217904,0.20616253341233157
2015-12-16,212094540.82439718,-3.26889674358302,0.05667959668083128,0.2054073783327026
2015-12-17,26468062783.579395,-4.199172262360138,0.06282412427649642,0.2025716326009695
2015-12-18,14418839334.009031,-4.075144446955318,0.07100084447851913,0.1986835801437515
2015-12-21,3.6841240086820403e+18,-7.822125370286334,0.07563741184796656,0.19679793511339957
2015-12-22,1863961093279933.0,-6.350002850528125,0.06905849289432463,0.2102062207888813
2015-12-23,4.266789388721358e+29,-12.761905489069706,0.061839027576073166,0.2057776757732894
2015-12-24,1.6224821741979646e+28,-12.124502576360085,0.06443216660314419,0.21558026582240422
2015-12-28,1.7313281795200204e+38,-16.605621704505037,0.06551467644702916,0.21690054201341452
2015-12-29,2.806425495559024e+38,-16.70126187749409,0.0537465559756118,0.21275605431021752
2015-12-30,5.633207973710551e+34,-15.047458533407465,0.06213020696311646,0.23550446176566997
2015-12-31,7.109147234905763e+37,-16.427901665184297,0.0753894882642748,0.2341940698778449
2016-01-04,5.308948701306051e+37,-16.367946693169003,0.09789638793048401,0.23730480099719736
2016-01-05,9.552904299522442e+37,-16.478862603961232,0.09676094398319547,0.23885790298075218
2016-01-06,1.31544664301696e+44,-19.217142887523366,0.13400924262809527,0.23618409022156084
2016-01-07,2.3888205754887875e+55,-24.237066322780116,0.3026179208150773,0.23043206094110197
2016-01-08,1.4840727663573723e+61,-26.82091165899465,0.48371731449985095,0.2319664630013051
2016-01-11,9.217826061440734e+58,-25.834741729649384,0.44234603496659164,0.23184511112618705
2016-01-12,7.517002408858979e+30,-13.29819190744826,0.165819796674183,0.22898776067952092
2016-01-13,9.310340592374341e+28,-12.446366171533784,0.2218212516583997,0.21648337350544203
2016-01-14,1.6891604842187363e+36,-15.679049777971391,0.23174382430560725,0.22144218162218432
2016-01-15,3.609495716431186e+36,-15.821796690001577,0.345004923485733,0.21668993827215222
2016-01-19,9.763122772469048e+37,-16.460753225509805,0.3578766954860036,0.22374210949421822
2016-01-20,3.170283272359393e+24,-10.441609581728967,0.23938745012152035,0.21847443680619105
2016-01-21,3.251871910154797e+24,-10.449104109460245,0.22177007954458924,0.2181045350226235
2016-01-22,4.092138659491449e+20,-8.705343327364865,0.1559832566908473,0.21222194938827008
2016-01-25,6.122256967959864e+21,-9.226542542993384,0.19295068793401968,0.20982232340904902
2016-01-26,8.739314047570299e+22,-9.745005478056298,0.17218738819214566,0.20519824678803392
2016-01-27,3.319077391296212e+21,-9.10204529748882,0.1914442198764594,0.20399260118775467
2016-01-28,3.2179244061246195e+21,-9.095884183126586,0.18171169710597715,0.2041379746106991
2016-01-29,3.073500506903674e+20,-8.644695624734025,0.1357804541680731,0.1882636847238967
2016-02-01,3.437562672542911e+21,-9.110908812655198,0.14150603504049608,0.20556825440228546
2016-02-02,8.54856443482195e+17,-7.504539142617555,0.14793761442647846,0.1926466463217173
2016-02-03,1.506367767745867e+17,-7.1590122521124,0.1436159959434188,0.19225900378234312
2016-02-04,147566421432505.34,-5.803645675453768,0.13715565229335516,0.19228185918623486
2016-02-05,6307698190329.823,-5.197123673384564,0.14450918207570343,0.17495940809938257
2016-02-08,12064918549259.9,-5.3181380724312755,0.1630723388518243,0.17189178030490324
2016-02-09,24575548471236.703,-5.454851310081033,0.1663812506424841,0.1715100372985862
2016-02-10,71403.00045726821,-1.6411293222673475,0.11402986768363071,0.1710330564091497
2016-02-11,52.299405063614905,-0.24177876092787356,0.10002921957857662,0.16416990156692246
2016-02-12,1488.2010007094239,-0.8961731120072893,0.10114759258075301,0.15527305761327043
2016-02-16,7163.891485981252,-1.1926514738610312,0.10467874552019837,0.14897676380592312
2016-02-17,415987.6782894727,-1.9863833668729884,0.10290057286848169,0.14126802211137535
2016-02-18,37461.392777049914,-1.5072022793946458,0.10751384381377391,0.13950298668513392
2016-02-19,7789.123799152853,-1.2004963565821003,0.10660655646480975,0.13885659988313598
2016-02-22,3.6159984101316174,0.29619835450379794,0.09959516298256378,0.13273232471375404
2016-02-23,0.18145823515995366,0.8889174938559686,0.10307974177478393,0.12040828424249633
2016-02-24,3.8783374364366045e-06,3.006699410349698,0.10701275312728438,0.12534756635461858
2016-02-25,6.976244323712589e-09,4.248219693963731,0.11190694295608963,0.12087352144553909
2016-02-26,1.0100584388557406e-09,4.6307009341965655,0.11333730543541572,0.11988874477090215
2016-02-29,1.0631325677820063e-09,4.616675831979101,0.10793189951406526,0.11592378728390308
2016-03-01,1.7818583139477033e-09,4.515562508792993,0.11723748434727176,0.08874671734698279
2016-03-02,2.2941840407931616e-08,4.017773649049401,0.11958400127697467,0.08978980632416064
2016-03-03,4.297753890188088e-07,3.4394256590575396,0.11671531018056631,0.09122710054208481
2016-03-04,2.576956751222811e-07,3.5385232165308502,0.11730520560534959,0.09295478183242811
2016-03-07,4.617608799976319e-07,3.4221776886023685,0.11591498636494402,0.1018633332484237
2016-03-08,3.453660570205186e-05,2.5696482599431527,0.10714896427660073,0.09675669643025624
2016-03-09,4.569346675618068e-07,3.421814665224792,0.11282461072065526,0.1085286291494825
2016-03-10,2.3352456981184775e-05,2.6468159807010925,0.10859247577610763,0.10860032067068405
2016-03-11,0.00047028082790857357,2.0524707266307285,0.1055679006384285,0.09469923103248762
2016-03-14,0.00030896696709324515,2.136243528217802,0.1065609934846136,0.09926367669776731
2016-03-15,0.7383032667025691,0.6040744985614723,0.09643955978271454,0.10357628495757298
2016-03-16,3690.7528320756624,-1.072215267297732,0.08615962826174989,0.10256465163327745
2016-03-17,229203.7379188989,-1.8850219206972596,0.08011309560333385,0.10120866741381092
2016-03-18,272930.423810394,-1.919947998826859,0.07877667459043494,0.10295503305682277
2016-03-21,2995522.538304494,-2.3919593002114294,0.0754381150540914,0.10319232887823492
2016-03-22,8459359907.39164,-3.955815425981353,0.06701361982500843,0.10298312873839179
2016-03-23,834104708659.4038,-4.859058424303646,0.06510335424934073,0.10180970264520231
2016-03-24,10529999232.489029,-3.998946801281867,0.0691792060596026,0.10171554441917921
2016-03-28,1706093986120886.5,-6.3598038034770354,0.05841379855338568,0.10229595426774686
2016-03-29,7.113597346948466e+19,-8.452823891856822,0.04637212806596698,0.09796286628000396
2016-03-30,2.814969394827868e+20,-8.722856511045006,0.04364698719547007,0.09721910850001868
2016-03-31,8.296852526598906e+21,-9.389282481329492,0.0422167814576401,0.1028990435067409
2016-04-01,2.0196102792821227e+21,-9.110237759931808,0.04051972524226815,0.1020691720022048
2016-04-04,8.417460275064622e+20,-8.9399789337275,0.04205451170726153,0.10521190838722648
2016-04-05,3.0082563509887424e+21,-9.19460486514669,0.044679835864082106,0.10359103527233789
2016-04-06,9.642322704276193e+18,-8.06806874768594,0.04323051964763193,0.09803711851169813
2016-04-07,1.4593094291238377e+18,-7.688409246412078,0.05165610715288209,0.08777428663541856
2016-04-08,6215872070869292.0,-6.616462516207259,0.05412127870597589,0.08819339210003674
2016-04-11,3915960328739595.0,-6.531982440726501,0.053656223526294844,0.08764758202664162
2016-04-12,1067906945105363.9,-6.2821062874349325,0.049595380288888845,0.09232500562347225
2016-04-13,11491719905279.463,-5.396867683518707,0.048403878500923384,0.09176052175423034
2016-04-14,27723130635693.973,-5.560284598760485,0.05011390922286288,0.09177890327592224
2016-04-15,5.647395870474345e+18,-7.965935016423264,0.040464069127703554,0.09650607222493203
2016-04-18,2.2842326654488107e+20,-8.690714522281802,0.03597898104093172,0.0999535877372749
2016-04-19,2.171935200963682e+17,-7.331628894518531,0.038063142201283796,0.10356087465621909
2016-04-20,9502945055374592.0,-6.723111819864457,0.0387461237948894,0.1034039041943366
2016-04-21,1.6966258447631658e+16,-6.842049257408696,0.038951041808436504,0.1026048124437401
2016-04-22,177528457303616.66,-5.952004019366606,0.04094242472429975,0.10592589162111052
2016-04-25,219412869281721.4,-5.993112380081452,0.041394143108584025,0.10589369771153248
2016-04-26,6024542471037.771,-5.298498599597657,0.04105910217029842,0.11638911585142336
2016-04-27,2491226979918623.5,-6.466580474313446,0.039445237867119606,0.1187991993111931
2016-04-28,332487284808086.8,-6.079329724052458,0.04175729970690061,0.11383082213072106
2016-04-29,5683777964858.229,-5.282765256181395,0.04545130490454765,0.11239986709153157
2016-05-02,30044130759014.08,-5.601104356220475,0.044024353425702864,0.10968649993712552
2016-05-03,111583664511.81993,-4.512685712694978,0.04790350747450455,0.10424942118787957
2016-05-04,172041477.1790278,-3.2518439376086596,0.05097044678488693,0.10148885309386754
2016-05-05,5.31018784030628e+18,-7.934376568788992,0.05059069757381863,0.10255843277541055
2016-05-06,2.5268674644159018e+26,-11.374782279992754,0.044906594095965924,0.10311806895644282
2016-05-09,5.80420193255056e+25,-11.088607527295464,0.044758505272043024,0.10310153417511451
2016-05-10,3.689980487499753e+24,-10.558832940952707,0.03804763236129929,0.09500013334003714
2016-05-11,6.827270235358995e+20,-8.885883775436435,0.044570382137803934,0.08738916077893234
2016-05-12,5505938929511064.0,-6.60653531929632,0.046754586611191855,0.09550782407878845
2016-05-13,4.778091959054218e+18,-7.927361831877444,0.047633122730723405,0.09421936239252038
2016-05-16,5.175660671783457e+26,-11.50681427230394,0.04362142103441428,0.08853031838023678
2016-05-17,2.364149468419808e+23,-10.01240822922737,0.049977572461155896,0.08118283893672923
2016-05-18,1.9625679741284893e+19,-8.18768498493716,0.05073574620335845,0.08156224197662613
2016-05-19,4.1244723703926154e+21,-9.232268352578055,0.05042075023668144,0.08174945805687318
2016-05-20,2.922674362906708e+17,-7.381028309262581,0.047371438277038914,0.08185887049664033
2016-05-23,1.6432583340755853e+21,-9.050765230604762,0.04873532805203892,0.0817229093426157
2016-05-24,1.9852181788890096e+19,-8.19845384153024,0.0425474946051342,0.069100020370988
2016-05-25,204892.16258492434,-1.9556465965737992,0.04586772537439824,0.07944925988913447
2016-05-26,47.683855276515274,-0.3323575215993034,0.04791650858003174,0.15413463943786146
2016-05-27,564899046.6788683,-3.4970335721784545,0.042168782332612134,0.1636773781046692
2016-05-31,25196651.101089574,-2.8927880246161033,0.043480793383585625,0.17873695168083303
2016-06-01,1.0027872904969077e+17,-7.171087022312288,0.03981357420671774,0.1898875686485336
2016-06-02,537382590450.418,-4.824673977357721,0.0403189097171858,0.1961296047805598
2016-06-03,249571643.6020587,-3.338946088125328,0.042253018710040086,0.19595981662908663
2016-06-06,1.0244341673342982e+21,-8.956368793560312,0.03687435165965838,0.19673876272012145
2016-06-07,3778.5330582356673,-1.1885175248426405,0.043899460992196875,0.19795658213320586
2016-06-08,4438117084733.219,-5.2292463741386195,0.03909635472537683,0.19753198882171372
2016-06-09,1.0987840616492504e+16,-6.73796523187019,0.038575845097405755,0.20468551159318435
2016-06-10,4.096514139246404e+16,-6.995964712023052,0.040636445608489544,0.20151605701648326
2016-06-13,8268.492262695681,-1.3390643562451638,0.04557386828112055,0.19986081529042599
2016-06-14,0.0748858201016473,0.909339343669935,0.046843875271757526,0.1995091497775854
2016-06-15,201.828529894814,-0.6172743864900899,0.04692139968321193,0.1995213322561271
2016-06-16,1436990989.20583,-3.6653874328888807,0.04671497781435974,0.19989670724802203
2016-06-17,2569046.2259901226,-2.4443233844183196,0.047028540511758574,0.19874321929596728
2016-06-20,1.3987636750957294e+18,-7.662216010333409,0.0459817588435608,0.1984710398753664
2016-06-21,2.575290800458459e+30,-13.114083720829422,0.044451539786014745,0.19860286400476052
