,baseline_forecast,cev_forecast,rf_forecast,xgb_forecast,actual_future_vol
2024-05-07,0.1447062247960913,0.05179048791704375,0.10548918266585376,0.09108137,0.08835653896827707
2024-05-08,0.13994637177850797,0.049685040411903456,0.11238070029324473,0.24486987,0.08838468884109738
2024-05-09,0.13887019714762208,0.03993291735145203,0.11470082083981713,0.31752554,0.08756878069425567
2024-05-10,0.12848130783515874,0.04032009435151009,0.09774307910617636,0.091392376,0.08779402016474024
2024-05-13,0.11817205851725886,0.039100319379783255,0.15121751587094076,0.112331055,0.0877288755130323
2024-05-14,0.11789188887090732,0.03083679453125097,0.10532029610512669,0.094126455,0.09029003915604698
2024-05-15,0.11953033442371193,0.024254566520481486,0.1118725911135752,0.18055536,0.08117969320956289
2024-05-16,0.11953010688760012,0.025415433827200854,0.15238054053282601,0.18067598,0.08031471892851559
2024-05-17,0.11161728708205494,0.02704398934016484,0.10950183499701083,0.104842916,0.0836792336775953
2024-05-20,0.10968447010651532,0.025212718294070256,0.11231431555627017,0.10942863,0.08371662612454507
2024-05-21,0.1045815246555241,0.022988313643066804,0.11231431555627017,0.10942863,0.08510977332399587
2024-05-22,0.10582599671021711,0.025118758993727095,0.10767950667346508,0.1223144,0.0842401896948936
2024-05-23,0.10923480008440259,0.031069169274603986,0.10663399773380489,0.11675859,0.07967429418223082
2024-05-24,0.10718491815571725,0.02911953362151893,0.14371190923781,0.13959265,0.0780284485966836
2024-05-28,0.1071334714527486,0.03068665340917357,0.13435662664984396,0.14482729,0.07796927934722594
2024-05-29,0.09081414202769743,0.033921629019646335,0.13371354195774077,0.14482729,0.07097971841999155
2024-05-30,0.0943327607621519,0.04102935116705104,0.15153423345863398,0.15806426,0.06711382180660631
2024-05-31,0.09409282415218692,0.03585352580851795,0.15154861195179023,0.16007379,0.062000535514362444
2024-06-03,0.08615175009241519,0.03681653401633192,0.1319633567838201,0.13064796,0.06420177970914444
2024-06-04,0.07980656527751759,0.03432107273503423,0.1353388448316154,0.13131517,0.06459377117840395
2024-06-05,0.08835653896827707,0.02644722415995877,0.12418182490319701,0.12493654,0.055719582089484604
2024-06-06,0.08838468884109738,0.029312257431909176,0.12976423683334484,0.12768574,0.05531169884619139
2024-06-07,0.08756878069425567,0.022021914905735757,0.13071487671271304,0.1259447,0.05412886208172125
2024-06-10,0.08779402016474024,0.020345021095662528,0.130458557691212,0.1277601,0.060592771724904015
2024-06-11,0.0877288755130323,0.020157242388531872,0.12974708488842387,0.12836047,0.07240294532325607
2024-06-12,0.09029003915604698,0.017430769563622266,0.10303444166364024,0.102467835,0.07053060973408104
2024-06-13,0.08117969320956289,0.01929586312520141,0.103081098799702,0.102467835,0.07060072660142244
2024-06-14,0.08031471892851559,0.01972955247911288,0.10528077128391436,0.09995374,0.07182392475565841
2024-06-17,0.0836792336775953,0.01575372616841035,0.10247168986898002,0.10043636,0.08892349142958583
2024-06-18,0.08371662612454507,0.018064168751605863,0.10421471139027555,0.11074906,0.09395640370339092
2024-06-20,0.08510977332399587,0.020345040043957086,0.10277575536128816,0.10254628,0.09677077897768938
2024-06-21,0.0842401896948936,0.022441600648280578,0.1062129600244571,0.107052475,0.1026718336055398
2024-06-24,0.07967429418223082,0.023237537756255366,0.10603034555579649,0.10763444,0.10193355589971921
2024-06-25,0.0780284485966836,0.024610915089428625,0.10265522503635152,0.106946245,0.13192319682612078
2024-06-26,0.07796927934722594,0.025825618753591316,0.10062220330066404,0.10416558,0.13289239596591979
2024-06-27,0.07097971841999155,0.0245176054799543,0.10035469816522513,0.09340458,0.13920581573101873
2024-06-28,0.06711382180660631,0.026112932887196943,0.10139429841393867,0.10098464,0.13850729794120226
2024-07-01,0.062000535514362444,0.026480638251833468,0.10215217334427037,0.10430021,0.13944891409054483
2024-07-02,0.06420177970914444,0.024737942035759002,0.09989489956540555,0.08708592,0.1493834536431348
2024-07-03,0.06459377117840395,0.025808359387596937,0.10193010362244688,0.11226047,0.1568415512602374
2024-07-05,0.055719582089484604,0.026026670818997958,0.09653246519074915,0.10333113,0.16716257705207982
2024-07-08,0.05531169884619139,0.02783501297254004,0.10348407452322038,0.093726985,0.1930230865050128
2024-07-09,0.05412886208172125,0.026856528418175166,0.1096454699152432,0.107195266,0.1977048220159037
2024-07-10,0.060592771724904015,0.023520499523817434,0.13027165390699114,0.13167572,0.19194818115896298
2024-07-11,0.07240294532325607,0.02911340303854684,0.1296659263710257,0.13021356,0.2131247259626267
2024-07-12,0.07053060973408104,0.030850230139058056,0.10795225008085581,0.09950432,0.21221022447586582
2024-07-15,0.07060072660142244,0.03314628913824152,0.11314755663142956,0.104963705,0.2116316806345249
2024-07-16,0.07182392475565841,0.032070793538554604,0.1146126749640621,0.10427973,0.22021316359970083
2024-07-17,0.08892349142958583,0.0376188358726502,0.11797258814504254,0.11847667,0.2161661483342679
2024-07-18,0.09395640370339092,0.04379805701628475,0.10721952525897391,0.11816287,0.22394166225821294
2024-07-19,0.09677077897768938,0.046831047924676135,0.09370374001631086,0.084209874,0.2226349027016102
2024-07-22,0.1026718336055398,0.047533862596812665,0.09443114956572671,0.081631385,0.22221843743390485
2024-07-23,0.10193355589971921,0.04984046463201072,0.10282941210904542,0.094625175,0.22222545551811998
2024-07-24,0.13192319682612078,0.04745893560310216,0.10381239362109175,0.10565269,0.2044530628312507
2024-07-25,0.13289239596591979,0.04872075762547597,0.15844081164511428,0.15861867,0.20586844809816857
2024-07-26,0.13920581573101873,0.051104018790507605,0.14927332415468292,0.1366371,0.2055298333926326
